barrio,comuna,latitud,longitud,id
Almagro,5.0,-34.617464,-58.412779,20409
Boedo,5.0,-34.638104,-58.411812,20410
San Cristóbal,3.0,-34.621544,-58.407507,20411
Parque Patricios,4.0,-34.635016,-58.406857,20412
Balvanera,3.0,-34.604473,-58.406842,20413
Balvanera,3.0,-34.613631,-58.406548,20414
Balvanera,3.0,-34.599758,-58.404634,20415
Balvanera,3.0,-34.608683,-58.40388,20416
Recoleta,2.0,-34.593149,-58.397508,20417
Balvanera,3.0,-34.61165,-58.393474,20418
Recoleta,2.0,-34.595063,-58.390711,20419
Constitución,1.0,-34.621074,-58.384084,20420
Monserrat,1.0,-34.608958,-58.383419,20421
Constitución,1.0,-34.619695,-58.378284,20422
San Nicolás,1.0,-34.604958,-58.378039,20423
Barracas,4.0,-34.635565,-58.373913,20424
Retiro,1.0,-34.590865,-58.373846,20425
Retiro,1.0,-34.585739,-58.37044,20426
San Nicolás,1.0,-34.599496,-58.370017,20427
San Telmo,1.0,-34.627139,-58.367954,20428
Boca,4.0,-34.644029,-58.360997,20429
Boca,4.0,-34.638679,-58.357903,20430
Villa Devoto,11.0,-34.58548,-58.516341,20431
Villa Devoto,11.0,-34.591244,-58.510152,20432
Villa Luro,10.0,-34.638795,-58.508833,20433
Villa Luro,10.0,-34.643319,-58.50061,20434
Floresta,10.0,-34.625206,-58.485662,20435
Coghlan,12.0,-34.56133,-58.481094,20436
Agronomía,15.0,-34.598831,-58.48078,20437
Parque Chas,15.0,-34.58016,-58.479596,20438
Agronomía,15.0,-34.599662,-58.47885,20439
Floresta,10.0,-34.626385,-58.476543,20440
Villa Riachuelo,8.0,-34.68952,-58.475197,20441
Villa Riachuelo,8.0,-34.690978,-58.474242,20442
Saavedra,12.0,-34.544443,-58.471801,20443
Villa Riachuelo,8.0,-34.688303,-58.471792,20444
Nuñez,13.0,-34.544082,-58.470294,20445
Flores,7.0,-34.633328,-58.470249,20446
Flores,7.0,-34.619108,-58.467276,20447
Belgrano,13.0,-34.567649,-58.466244,20448
Flores,7.0,-34.623254,-58.465554,20449
Paternal,15.0,-34.596338,-58.465512,20450
Villa Lugano,8.0,-34.684561,-58.464128,20451
Flores,7.0,-34.622211,-58.462795,20452
Flores,7.0,-34.6402,-58.452775,20453
Palermo,14.0,-34.568318,-58.448076,20454
Caballito,6.0,-34.626726,-58.447278,20455
Flores,7.0,-34651,-58.4461,20456
Caballito,6.0,-34.629435,-58.444036,20457
Palermo,14.0,-34.569509,-58.442712,20458
Parque Chacabuco,7.0,-34.630881,-58.442459,20459
Caballito,6.0,-34.622027,-58.442414,20460
Parque Chacabuco,7.0,-34.629257,-58.441839,20461
Parque Chacabuco,7.0,-34.640529,-58.44156,20462
Villa Crespo,15.0,-34.602482,-58.441144,20463
Flores,7.0,-34.647821,-58.439782,20464
Palermo,14.0,-34.575911,-58.438873,20465
Villa Crespo,15.0,-34.58899,-58.438054,20466
Caballito,6.0,-34.613952,-58.437268,20467
Caballito,6.0,-34.628285,-58.43565,20468
Caballito,6.0,-34.611509,-58.43168,20469
Parque Chacabuco,7.0,-34.633506,-58.431454,20470
Boedo,5.0,-34.630352,-58.425749,20471
Boedo,5.0,-34.629407,-58.425037,20472
Palermo,14.0,-34.589476,-58.422972,20473
Boedo,5.0,-34.633512,-58.41932,20474
Almagro,5.0,-34.605138,-58.41695,20475
Boedo,5.0,-34.62453,-58.416271,20476
Almagro,5.0,-34.615621,-58.414135,20477
Balvanera,3.0,-34.602867,-58.408866,20478
Recoleta,2.0,-34.593562,-58.407271,20479
Balvanera,3.0,-34.610047,-58.40321,20480
Balvanera,3.0,-34.61668,-58.402733,20481
Parque Patricios,4.0,-34.635908,-58.398906,20482
Balvanera,3.0,-34.61277,-58.398805,20483
San Cristóbal,3.0,-34.621765,-58.397353,20484
Recoleta,2.0,-34.586175,-58.395845,20485
Balvanera,3.0,-34.612146,-58.391881,20486
Parque Patricios,4.0,-34.630662,-58.391503,20487
Parque Patricios,4.0,-34.633157,-58.390578,20488
Recoleta,2.0,-34.584796,-58.389235,20489
Barracas,4.0,-34.634676,-58.389099,20490
Barracas,4.0,-34.659615,-58.388236,20491
San Nicolás,1.0,-34.606526,-58.387819,20492
Constitución,1.0,-34.632172,-58.387698,20493
San Nicolás,1.0,-34.606204,-58.386436,20494
Constitución,1.0,-34.629112,-58.384312,20495
San Nicolás,1.0,-34.604348,-58.380331,20496
Retiro,1.0,-34.592734,-58.375313,20497
Monserrat,1.0,-34.613733,-58.373055,20498
Boca,4.0,-34.64262,-58.366786,20499
Boca,4.0,-34.629449,-58.364526,20500
Boca,4.0,-34.64188,-58.362854,20501
Boca,4.0,-34.631206,-58.362376,20502
Mataderos,9.0,-34.655806,-58.522477,20503
Villa Devoto,11.0,-34.588334,-58.51609,20504
Villa Devoto,11.0,-34.585397,-58.514617,20505
Vélez Sársfield,10.0,-34.631749,-58.499019,20506
Saavedra,12.0,-34.554101,-58.49295,20507
Villa Lugano,8.0,-34.66846,-58.490128,20508
Villa Urquiza,12.0,-34.569282,-58.486036,20509
Parque Chas,15.0,-34.585488,-58.482747,20510
Villa Santa Rita,11.0,-34.613097,-58.481914,20511
Coghlan,12.0,-34.561588,-58.474164,20512
Coghlan,12.0,-34.56052,-58.469652,20513
Nuñez,13.0,-34.552145,-58.465826,20514
Flores,7.0,-34.636876,-58.462229,20515
Flores,7.0,-34.626349,-58.459173,20516
Flores,7.0,-34.636167,-58.459066,20517
Belgrano,13.0,-34.567582,-58.456796,20518
Belgrano,13.0,-34.559662,-58.455892,20519
Villa Crespo,15.0,-34.599878,-58.453957,20520
Chacarita,15.0,-34.587272,-58.452188,20521
Chacarita,15.0,-34.588873,-58.450997,20522
Flores,7.0,-34.639937,-58.450715,20523
Colegiales,13.0,-34.5777,-58.448215,20524
Caballito,6.0,-34.622988,-58.447579,20525
Caballito,6.0,-34.608251,-58.442406,20526
Caballito,6.0,-34.618616,-58.440855,20527
Villa Crespo,15.0,-34.598321,-58.44047,20528
Palermo,14.0,-34.573835,-58.438037,20529
Villa Soldati,8.0,-34.661944,-58.4353,20530
Nueva Pompeya,4.0,-34.646242,-58.434793,20531
Palermo,14.0,-34.566706,-58.434203,20532
Caballito,6.0,-34.626694,-58.433973,20533
Caballito,6.0,-34.619944,-58.431164,20534
Nueva Pompeya,4.0,-34.654357,-58.431109,20535
Almagro,5.0,-34.608538,-58.41749,20536
Nueva Pompeya,4.0,-34.644349,-58.417431,20537
Palermo,14.0,-34.57745,-58.413111,20538
Boedo,5.0,-34.634698,-58.412652,20539
Boedo,5.0,-34.637992,-58.411739,20540
Recoleta,2.0,-34.595897,-58.406355,20541
Nueva Pompeya,4.0,-34.656562,-58.404615,20542
Recoleta,2.0,-34.59962,-58.399927,20543
Barracas,4.0,-34.647806,-58.392558,20544
Balvanera,3.0,-34.616409,-58.391775,20545
Monserrat,1.0,-34.616736,-58.391578,20546
Recoleta,2.0,-34.594429,-58.389627,20547
Monserrat,1.0,-34.617916,-58.389131,20548
San Nicolás,1.0,-34.602912,-58.388976,20549
Constitución,1.0,-34.630526,-58.387855,20550
Retiro,1.0,-34.596402,-58.385479,20551
Constitución,1.0,-34.620242,-58.384407,20552
Constitución,1.0,-34.62367,-58.384351,20553
Constitución,1.0,-34.624968,-58.382982,20554
Constitución,1.0,-34.62971,-58.38142,20555
Retiro,1.0,-34.597703,-58.378303,20556
Retiro,1.0,-34.58169,-58.376201,20557
Liniers,9.0,-34.640104,-58.525016,20558
Villa Pueyrredón,12.0,-34.587206,-58.501428,20559
Mataderos,9.0,-34.673465,-58.500678,20560
Villa Lugano,8.0,-34.68057,-58.48954,20561
Villa Lugano,8.0,-34.680487,-58.488857,20562
Villa Del Parque,11.0,-34.599356,-58.485348,20563
Villa Urquiza,12.0,-34.568134,-58.480749,20564
Villa Urquiza,12.0,-34.568218,-58.479165,20565
Villa Lugano,8.0,-34.675993,-58.472692,20566
Coghlan,12.0,-34.564846,-58.471239,20567
Villa Lugano,8.0,-34.688512,-58.467582,20568
Villa Lugano,8.0,-34.674917,-58.466675,20569
Nuñez,13.0,-34.548718,-58.465531,20570
Flores,7.0,-34.6287,-58.463044,20571
Flores,7.0,-34.619334,-58.461796,20572
Belgrano,13.0,-34.565036,-58.456939,20573
Villa Crespo,15.0,-34.598329,-58.456405,20574
Caballito,6.0,-34.620828,-58.455023,20575
Belgrano,13.0,-34.565824,-58.449721,20576
Villa Crespo,15.0,-34.597658,-58.434005,20577
Parque Chacabuco,7.0,-34.636674,-58.430311,20578
Palermo,14.0,-34.584856,-58.426318,20579
Nueva Pompeya,4.0,-34.6516,-58.423091,20580
Palermo,14.0,-34.586775,-58.414855,20581
Palermo,14.0,-34.587482,-58.41223,20582
Balvanera,3.0,-34.606458,-58.411582,20583
Nueva Pompeya,4.0,-34.652019,-58.41011,20584
Balvanera,3.0,-34.613993,-58.409878,20585
Recoleta,2.0,-34.596906,-58.409799,20586
Recoleta,2.0,-34.585938,-58.407225,20587
Balvanera,3.0,-34.611271,-58.405398,20588
Nueva Pompeya,4.0,-34.654758,-58.404765,20589
Balvanera,3.0,-34.617043,-58.404144,20590
Recoleta,2.0,-34.587752,-58.403592,20591
Balvanera,3.0,-34.611253,-58.402046,20592
San Cristóbal,3.0,-34.626169,-58.400187,20593
Balvanera,3.0,-34.608266,-58.396385,20594
Barracas,4.0,-34.653805,-58.395245,20595
Balvanera,3.0,-34.609449,-58.393884,20596
Balvanera,3.0,-34.616976,-58.393196,20597
Barracas,4.0,-34.648213,-58.387234,20598
Constitución,1.0,-34.619473,-58.381506,20599
Retiro,1.0,-34.591697,-58.374659,20600
Boca,4.0,-34.642401,-58.365226,20601
Villa Luro,10.0,-34.636915,-58.504835,20602
Villa Luro,10.0,-34.640217,-58.504531,20603
Villa Luro,10.0,-34.636871,-58.494619,20604
Vélez Sársfield,10.0,-34.630797,-58.493342,20605
Villa Urquiza,12.0,-34.56988,-58.478913,20606
Nuñez,13.0,-34.535413,-58.46748,20607
Villa Lugano,8.0,-34.684104,-58.464803,20608
Flores,7.0,-34.642962,-58.463829,20609
Paternal,15.0,-34.598418,-58.463269,20610
Belgrano,13.0,-34.568011,-58.459569,20611
Flores,7.0,-34.647746,-58.459275,20612
Flores,7.0,-34.653441,-58.457672,20613
Chacarita,15.0,-34.586624,-58.452539,20614
Villa Soldati,8.0,-34.665068,-58.447292,20615
Villa Soldati,8.0,-34.66636,-58.444495,20616
Caballito,6.0,-34.621492,-58.442732,20617
Villa Crespo,15.0,-34.594561,-58.441882,20618
Caballito,6.0,-34.611079,-58.440969,20619
Villa Soldati,8.0,-34.66104,-58.44058,20620
Palermo,14.0,-34.564616,-58.439316,20621
Villa Crespo,15.0,-34.594623,-58.438569,20622
Palermo,14.0,-34.591846,-58.4336,20623
Parque Chacabuco,7.0,-34.63671,-58.432394,20624
Nueva Pompeya,4.0,-34.645021,-58.429466,20625
Caballito,6.0,-34.615356,-58.429437,20626
Palermo,14.0,-34.580939,-58.424529,20627
Boedo,5.0,-34.633535,-58.422663,20628
Palermo,14.0,-34.589363,-58.422253,20629
Nueva Pompeya,4.0,-34.653324,-58.420998,20630
Almagro,5.0,-34.614692,-58.420807,20631
Palermo,14.0,-34.587547,-58.41996,20632
Almagro,5.0,-34.612375,-58.416669,20633
Almagro,5.0,-34.602478,-58.416434,20634
Almagro,5.0,-34.605927,-58.414136,20635
Nueva Pompeya,4.0,-34.651469,-58.413622,20636
Nueva Pompeya,4.0,-34.641821,-58.413277,20637
Recoleta,2.0,-34.592171,-58.411754,20638
Recoleta,2.0,-34.593743,-58.410232,20639
Balvanera,3.0,-34.603884,-58.409656,20640
Parque Patricios,4.0,-34.631189,-58.409325,20641
Balvanera,3.0,-34.615716,-58.405981,20642
Balvanera,3.0,-34.599821,-58.405202,20643
San Cristóbal,3.0,-34.627821,-58.404671,20644
San Cristóbal,3.0,-34.627128,-58.402703,20645
Balvanera,3.0,-34.617505,-58.401037,20646
Parque Patricios,4.0,-34.636948,-58.400282,20647
Parque Patricios,4.0,-34.644572,-58.397263,20648
San Cristóbal,3.0,-34.620626,-58.395811,20649
Recoleta,2.0,-34.599489,-58.391719,20650
Constitución,1.0,-34.626827,-58.382856,20651
Monserrat,1.0,-34.614689,-58.381715,20652
Constitución,1.0,-34.624023,-58.379625,20653
San Telmo,1.0,-34.618508,-58.376743,20654
Boca,4.0,-34.632161,-58.359014,20655
Liniers,9.0,-34.644892,-58.528348,20656
Versalles,10.0,-34.633044,-58.524542,20657
Liniers,9.0,-34.651074,-58.513513,20658
Mataderos,9.0,-34.65598,-58.50763,20659
Mataderos,9.0,-34.652886,-58.494831,20660
Villa Lugano,8.0,-34.664645,-58.485766,20661
Villa Lugano,8.0,-34.663638,-58.482836,20662
Coghlan,12.0,-34.55813,-58.481689,20663
Villa Gral. Mitre,11.0,-34.612037,-58.474611,20664
Villa Gral. Mitre,11.0,-34.615751,-58.470723,20665
Belgrano,13.0,-34.564869,-58.47044,20666
Coghlan,12.0,-34.562554,-58.467138,20667
Nuñez,13.0,-34.538163,-58.466827,20668
Flores,7.0,-34.629449,-58.463984,20669
Flores,7.0,-34.643484,-58.459214,20670
Villa Crespo,15.0,-34.602159,-58.456567,20671
Flores,7.0,-34.644474,-58.455883,20672
Flores,7.0,-34.628695,-58.454293,20673
Villa Crespo,15.0,-34.600149,-58.452097,20674
Flores,7.0,-34.644138,-58.449462,20675
Caballito,6.0,-34.617482,-58.445528,20676
Caballito,6.0,-34.62963,-58.445353,20677
Villa Crespo,15.0,-34.592058,-58.444239,20678
Villa Crespo,15.0,-34.590031,-58.439271,20679
Caballito,6.0,-34.62463,-58.436158,20680
Parque Chacabuco,7.0,-34.631152,-58.430647,20681
Villa Soldati,8.0,-34.658332,-58.43029,20682
Villa Crespo,15.0,-34.596858,-58.430286,20683
Palermo,14.0,-34.594733,-58.428894,20684
Almagro,5.0,-34.604208,-58.427341,20685
Palermo,14.0,-34.573649,-58.426056,20686
Boedo,5.0,-34.627835,-58.422682,20687
Palermo,14.0,-34.594237,-58.421433,20688
Boedo,5.0,-34.626952,-58.416449,20689
Palermo,14.0,-34.589532,-58.414433,20690
Balvanera,3.0,-34.613362,-58.404418,20691
Parque Patricios,4.0,-34.643885,-58.403009,20692
Recoleta,2.0,-34.583322,-58.399642,20693
Balvanera,3.0,-34.604691,-58.398954,20694
San Cristóbal,3.0,-34.628403,-58.3986,20695
Recoleta,2.0,-34.592078,-58.397139,20696
Recoleta,2.0,-34.592129,-58.396967,20697
Parque Patricios,4.0,-34.635486,-58.396919,20698
Parque Patricios,4.0,-34.635465,-58.396804,20699
San Nicolás,1.0,-34.605958,-58.390818,20700
Monserrat,1.0,-34.613662,-58.390661,20701
Barracas,4.0,-34.648618,-58.380517,20702
Retiro,1.0,-34.591999,-58.378961,20703
Retiro,1.0,-34.594512,-58.371068,20704
Monserrat,1.0,-34.611532,-58.369225,20705
Versalles,10.0,-34.633558,-58.528432,20706
Liniers,9.0,-34.648064,-58.526585,20707
Villa Luro,10.0,-34.628986,-58.512617,20708
Mataderos,9.0,-34.65971,-58.511455,20709
Mataderos,9.0,-34.656706,-58.508773,20710
Villa Devoto,11.0,-34.599299,-58.506743,20711
Villa Luro,10.0,-34.642601,-58.495525,20712
Mataderos,9.0,-34.65735,-58.490895,20713
Mataderos,9.0,-34.649837,-58.48971,20714
Vélez Sársfield,10.0,-34.634587,-58.488423,20715
Parque Avellaneda,9.0,-34.642425,-58.486312,20716
Villa Del Parque,11.0,-34.602399,-58.480267,20717
Villa Del Parque,11.0,-34.600122,-58.478773,20718
Villa Lugano,8.0,-34.665156,-58.475778,20719
Villa Riachuelo,8.0,-34.683926,-58.47554,20720
Villa Gral. Mitre,11.0,-34.60807,-58.475099,20721
Villa Santa Rita,11.0,-34.618039,-58.4743,20722
Villa Lugano,8.0,-34.661574,-58.474286,20723
Saavedra,12.0,-34.552191,-58.474127,20724
Villa Santa Rita,11.0,-34.619584,-58.472621,20725
Villa Lugano,8.0,-34.683038,-58.472107,20726
Nuñez,13.0,-34.558684,-58.468854,20727
Villa Lugano,8.0,-34.685001,-58.467881,20728
Villa Ortuzar,15.0,-34.588973,-58.466604,20729
Parque Avellaneda,9.0,-34.646146,-58.465015,20730
Paternal,15.0,-34.594042,-58.464827,20731
Villa Soldati,8.0,-34.663028,-58.459328,20732
Belgrano,13.0,-34.563567,-58.456856,20733
Belgrano,13.0,-34.55973,-58.452565,20734
Colegiales,13.0,-34.578569,-58.449655,20735
Caballito,6.0,-34.616773,-58.447744,20736
Villa Soldati,8.0,-34.667479,-58.446619,20737
Villa Soldati,8.0,-34.668337,-58.442349,20738
Palermo,14.0,-34.575633,-58.439679,20739
Caballito,6.0,-34.607074,-58.438723,20740
Caballito,6.0,-34.618299,-58.43618,20741
Parque Chacabuco,7.0,-34.637837,-58.434585,20742
Palermo,14.0,-34.587495,-58.43395,20743
Caballito,6.0,-34.607066,-58.433074,20744
Palermo,14.0,-34.566776,-58.431231,20745
Nueva Pompeya,4.0,-34.653446,-58.429192,20746
Palermo,14.0,-34.581357,-58.426239,20747
Palermo,14.0,-34.580758,-58.424296,20748
Nueva Pompeya,4.0,-34.653098,-58.417907,20749
Nueva Pompeya,4.0,-34.658499,-58.416347,20750
Palermo,14.0,-34.592169,-58.415625,20751
Balvanera,3.0,-34.603243,-58.412756,20752
Boedo,5.0,-34.635504,-58.412687,20753
Balvanera,3.0,-34.616675,-58.411476,20754
San Cristóbal,3.0,-34.627279,-58.407132,20755
Recoleta,2.0,-34.591297,-58.405759,20756
Recoleta,2.0,-34.591775,-58.405105,20757
Recoleta,2.0,-34.594293,-58.403196,20758
Recoleta,2.0,-34.594385,-58.402326,20759
Recoleta,2.0,-34.594019,-58.402059,20760
Recoleta,2.0,-34.596669,-58.397544,20761
Barracas,4.0,-34.654192,-58.395215,20762
Parque Patricios,4.0,-34.630519,-58.39159,20763
Monserrat,1.0,-34.614617,-58.38807,20764
Retiro,1.0,-34.598208,-58.386491,20765
Constitución,1.0,-34.62569,-58.385837,20766
Retiro,1.0,-34.593662,-58.384498,20767
San Nicolás,1.0,-34.603534,-58.383776,20768
Constitución,1.0,-34.631649,-58.38257,20769
Barracas,4.0,-34.648178,-58.382085,20770
Retiro,1.0,-34.588698,-58.381976,20771
Retiro,1.0,-34.594485,-58.380367,20772
Constitución,1.0,-34.627434,-58.376937,20773
Barracas,4.0,-34.639318,-58.375387,20774
Retiro,1.0,-34.597724,-58.371868,20775
Barracas,4.0,-34.631708,-58.370698,20776
San Telmo,1.0,-34.622585,-58.369794,20777
Boca,4.0,-34.63161,-58.369118,20778
Boca,4.0,-34.637051,-58.366508,20779
Boca,4.0,-34.630066,-58.366244,20780
Puerto Madero,1.0,-34.598709,-58.363016,20781
Boca,4.0,-34.634255,-58.358693,20782
Villa Devoto,11.0,-34.609115,-58.514683,20783
Villa Devoto,11.0,-34.613176,-58.511026,20784
Mataderos,9.0,-34.645127,-58.49661,20785
Saavedra,12.0,-34.55286,-58.4876,20786
Villa Santa Rita,11.0,-34.616142,-58.483124,20787
Villa Gral. Mitre,11.0,-34.60805,-58.479891,20788
Villa Santa Rita,11.0,-34.615245,-58.479365,20789
Saavedra,12.0,-34.541051,-58.474313,20790
Villa Gral. Mitre,11.0,-34.60379,-58.468854,20791
Flores,7.0,-34.63863,-58.463223,20792
Villa Soldati,8.0,-34.67315,-58.458364,20793
Flores,7.0,-34.641302,-58.454401,20794
Villa Soldati,8.0,-34.659716,-58.452646,20795
Belgrano,13.0,-34.542334,-58.449066,20796
Parque Chacabuco,7.0,-34.632994,-58.448124,20797
Parque Chacabuco,7.0,-34.635461,-58.44688,20798
Villa Crespo,15.0,-34.599129,-58.44552,20799
Parque Chacabuco,7.0,-34.629705,-58.444769,20800
Parque Chacabuco,7.0,-34.632379,-58.444126,20801
Caballito,6.0,-34.608382,-58.441595,20802
Parque Chacabuco,7.0,-34.63188,-58.436405,20803
Caballito,6.0,-34.616409,-58.435638,20804
Caballito,6.0,-34.615283,-58.432907,20805
Villa Crespo,15.0,-34.600133,-58.430634,20806
Palermo,14.0,-34.577178,-58.430026,20807
Palermo,14.0,-34.591073,-58.428488,20808
Parque Chacabuco,7.0,-34.629713,-58.428222,20809
Villa Crespo,15.0,-34.596854,-58.427986,20810
Caballito,6.0,-34.624609,-58.427399,20811
Nueva Pompeya,4.0,-34.645518,-58.424757,20812
Boedo,5.0,-34.629244,-58.420861,20813
Recoleta,2.0,-34.591797,-58.412365,20814
San Cristóbal,3.0,-34.621477,-58.410711,20815
Balvanera,3.0,-34.605319,-58.409467,20816
Recoleta,2.0,-34.590528,-58.408464,20817
San Cristóbal,3.0,-34.623633,-58.40595,20818
Balvanera,3.0,-34.60336,-58.405225,20819
Balvanera,3.0,-34.61582,-58.404559,20820
Recoleta,2.0,-34.58627,-58.402324,20821
Barracas,4.0,-34.656051,-58.401783,20822
Balvanera,3.0,-34.602699,-58.397223,20823
San Cristóbal,3.0,-34.621931,-58.396784,20824
Balvanera,3.0,-34.606945,-58.393403,20825
Recoleta,2.0,-34.595328,-58.390049,20826
Barracas,4.0,-34.6349,-58.389123,20827
Retiro,1.0,-34.578926,-58.387002,20828
Barracas,4.0,-34.653646,-58.384449,20829
Barracas,4.0,-34.632767,-58.382517,20830
Constitución,1.0,-34.620877,-58.378671,20831
Barracas,4.0,-34.628609,-58.3779,20832
Barracas,4.0,-34.647392,-58.375586,20833
Barracas,4.0,-34.627314,-58.375338,20834
San Nicolás,1.0,-34.598675,-58.373791,20835
Retiro,1.0,-34.590392,-58.373483,20836
Retiro,1.0,-34.589672,-58.370819,20837
Versalles,10.0,-34.631877,-58.52607,20838
Villa Devoto,11.0,-34.615169,-58.515159,20839
Villa Luro,10.0,-34.629731,-58.509779,20840
Mataderos,9.0,-34.655347,-58.50675,20841
Villa Pueyrredón,12.0,-34.58517,-58.496071,20842
Saavedra,12.0,-34.545682,-58.489222,20843
Villa Lugano,8.0,-34.679232,-58.488835,20844
Villa Urquiza,12.0,-34.564063,-58.488688,20845
Parque Avellaneda,9.0,-34.648191,-58.4878,20846
Parque Avellaneda,9.0,-34.643684,-58.485171,20847
Parque Avellaneda,9.0,-34.643063,-58.481994,20848
Villa Santa Rita,11.0,-34.623923,-58.481286,20849
Parque Avellaneda,9.0,-34.640531,-58.478674,20850
Villa Santa Rita,11.0,-34.620145,-58.476305,20851
Villa Lugano,8.0,-34.674555,-58.474548,20852
Parque Avellaneda,9.0,-34.639748,-58.473736,20853
Paternal,15.0,-34.591136,-58.473016,20854
Nuñez,13.0,-34.549582,-58.467497,20855
Belgrano,13.0,-34.574321,-58.46269,20856
Flores,7.0,-34.637404,-58.458334,20857
Villa Riachuelo,8.0,-34.687293,-58.457978,20858
Flores,7.0,-34.653928,-58.456996,20859
Flores,7.0,-34.640914,-58.456346,20860
Chacarita,15.0,-34.581041,-58.45378,20861
Belgrano,13.0,-34.562054,-58.452454,20862
Belgrano,13.0,-34.554166,-58.450663,20863
Belgrano,13.0,-34.543731,-58.446569,20864
Villa Soldati,8.0,-34.660732,-58.44595,20865
Belgrano,13.0,-34.557016,-58.445834,20866
Belgrano,13.0,-34.563786,-58.445557,20867
Flores,7.0,-34.642533,-58.444713,20868
Villa Crespo,15.0,-34.597071,-58.443956,20869
Palermo,14.0,-34.575383,-58.443907,20870
Caballito,6.0,-34.618394,-58.443888,20871
Parque Chacabuco,7.0,-34.639083,-58.4434,20872
Palermo,14.0,-34.570942,-58.44266,20873
Villa Crespo,15.0,-34.594501,-58.441673,20874
Belgrano,13.0,-34.554174,-58.440983,20875
Parque Chacabuco,7.0,-34.633086,-58.43122,20876
Palermo,14.0,-34.577279,-58.42968,20877
Palermo,14.0,-34.592363,-58.429355,20878
Almagro,5.0,-34.604443,-58.425073,20879
Palermo,14.0,-34.58364,-58.423273,20880
Palermo,14.0,-34.585755,-58.422725,20881
Boedo,5.0,-34.627379,-58.42014,20882
Nueva Pompeya,4.0,-34.646295,-58.416604,20883
Balvanera,3.0,-34.607441,-58.41172,20884
Balvanera,3.0,-34.602475,-58.409566,20885
Recoleta,2.0,-34.590682,-58.407778,20886
San Cristóbal,3.0,-34.623214,-58.407221,20887
Balvanera,3.0,-34.603173,-58.406327,20888
San Cristóbal,3.0,-34.627952,-58.405307,20889
Palermo,14.0,-34.578146,-58.404171,20890
Palermo,14.0,-34.574276,-58.40279,20891
San Cristóbal,3.0,-34.628836,-58.402391,20892
Balvanera,3.0,-34.601623,-58.392753,20893
Recoleta,2.0,-34.583221,-58.392633,20894
Barracas,4.0,-34.636232,-58.389411,20895
San Nicolás,1.0,-34.600658,-58.389223,20896
San Nicolás,1.0,-34.607863,-58.384874,20897
Constitución,1.0,-34.630392,-58.384205,20898
San Nicolás,1.0,-34.603352,-58.382459,20899
Retiro,1.0,-34.592631,-58.374865,20900
Monserrat,1.0,-34.616086,-58.374541,20901
Barracas,4.0,-34.636009,-58.372767,20902
San Nicolás,1.0,-34.601212,-58.369752,20903
Boca,4.0,-34.645365,-58.361768,20904
Boca,4.0,-34.640171,-58.36172,20905
Villa Devoto,11.0,-34.617795,-58.520118,20906
Mataderos,9.0,-34.65704,-58.509234,20907
Villa Urquiza,12.0,-34.573705,-58.49322,20908
